5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.330188,0.400984,0.52846,0.614034,0.675439,0.722051,0.75894,0.789039,0.814158,0.835479,0.853809,0.869722,0.88364,0.895885,0.906705,0.9163,0.924832,0.932435,0.939224,0.945294,0.950728,0.955598,0.959966,0.963888,0.967412,0.970579,0.973428,0.975993,0.978302,0.980383,0.982258,0.983949,0.985474,0.986851,0.988094,0.989216,0.99023,0.991147,0.991975,0.992725,0.993402,0.994016,0.994571,0.995074,0.995529,0.995941,0.996315,0.996654,0.996961,0.997239,0.997491,0.99772,0.997928,0.998117,0.998288,0.998443,0.998584,0.998712,0.998829,0.998934,0.999031,0.999118,0.999197,0.999269,0.999335,0.999394,0.999449,0.999498,0.999543,0.999584,0.999621,0.999655,0.999685,0.999713,0.999739,0.999762,0.999783,0.999802,0.99982,0.999836,0.99985,0.999864,0.999876,0.999887,0.999897,0.999906,0.999914,0.999922,0.999928,0.999935,0.99994,0.999946,0.99995,0.999955,0.999959,0.999962,0.999966,0.999969,0.999971,0.999974
0.361533,0.460514,0.527382,0.586112,0.637039,0.681415,0.720362,0.754737,0.785184,0.812192,0.836148,0.857369,0.876126,0.892659,0.907186,0.91991,0.93102,0.940691,0.949084,0.956351,0.962627,0.968036,0.972689,0.976684,0.98011,0.983044,0.985554,0.987698,0.989529,0.991091,0.992422,0.993557,0.994523,0.995345,0.996045,0.99664,0.997146,0.997577,0.997942,0.998253,0.998517,0.998741,0.998932,0.999093,0.999231,0.999347,0.999446,0.99953,0.999601,0.999662,0.999713,0.999757,0.999794,0.999825,0.999851,0.999874,0.999893,0.999909,0.999923,0.999935,0.999945,0.999953,0.99996,0.999966,0.999971,0.999976,0.999979,0.999983,0.999985,0.999987,0.999989,0.999991,0.999992,0.999994,0.999995,0.999995,0.999996,0.999997,0.999997,0.999998,0.999998,0.999998,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,1,1,1,1,1,1,1,1,1,1,1
0.287357,0.323961,0.346471,0.371663,0.398235,0.425278,0.452215,0.478707,0.504571,0.529723,0.554136,0.577812,0.600761,0.622994,0.644518,0.665333,0.685431,0.704803,0.723435,0.741315,0.758429,0.774769,0.790328,0.805105,0.819103,0.832328,0.844792,0.856511,0.867504,0.877793,0.887405,0.896364,0.904701,0.912446,0.919627,0.926277,0.932426,0.938104,0.943341,0.948165,0.952605,0.956686,0.960434,0.963875,0.967029,0.969919,0.972566,0.974988,0.977203,0.979228,0.981078,0.982768,0.98431,0.985717,0.987001,0.988171,0.989238,0.99021,0.991096,0.991903,0.992638,0.993306,0.993915,0.994469,0.994973,0.995432,0.995849,0.996229,0.996573,0.996887,0.997172,0.997432,0.997667,0.997881,0.998076,0.998253,0.998413,0.998559,0.998692,0.998812,0.998922,0.999021,0.999111,0.999193,0.999268,0.999335,0.999397,0.999453,0.999503,0.999549,0.999591,0.999629,0.999663,0.999694,0.999723,0.999748,0.999772,0.999793,0.999812,0.999829
0.330188,0.400984,0.52846,0.614034,0.675439,0.722051,0.75894,0.789039,0.814158,0.835479,0.853809,0.869722,0.88364,0.895885,0.906705,0.9163,0.924832,0.932435,0.939224,0.945294,0.950728,0.955598,0.959966,0.963888,0.967412,0.970579,0.973428,0.975993,0.978302,0.980383,0.982258,0.983949,0.985474,0.986851,0.988094,0.989216,0.99023,0.991147,0.991975,0.992725,0.993402,0.994016,0.994571,0.995074,0.995529,0.995941,0.996315,0.996654,0.996961,0.997239,0.997491,0.99772,0.997928,0.998117,0.998288,0.998443,0.998584,0.998712,0.998829,0.998934,0.999031,0.999118,0.999197,0.999269,0.999335,0.999394,0.999449,0.999498,0.999543,0.999584,0.999621,0.999655,0.999685,0.999713,0.999739,0.999762,0.999783,0.999802,0.99982,0.999836,0.99985,0.999864,0.999876,0.999887,0.999897,0.999906,0.999914,0.999922,0.999928,0.999935,0.99994,0.999946,0.99995,0.999955,0.999959,0.999962,0.999966,0.999969,0.999971,0.999974
0.2866,0.322654,0.363559,0.398466,0.429757,0.458744,0.486195,0.512568,0.538125,0.563009,0.587282,0.610958,0.634017,0.656424,0.678133,0.699097,0.719271,0.738617,0.7571,0.774698,0.791394,0.807183,0.822066,0.836052,0.849157,0.861404,0.872819,0.883432,0.893279,0.902395,0.910819,0.918588,0.925741,0.932318,0.938356,0.943891,0.948961,0.953597,0.957834,0.961702,0.96523,0.968445,0.971373,0.974038,0.976462,0.978666,0.980668,0.982486,0.984137,0.985635,0.986993,0.988225,0.989342,0.990355,0.991272,0.992103,0.992855,0.993537,0.994154,0.994712,0.995218,0.995675,0.996089,0.996464,0.996802,0.997109,0.997386,0.997637,0.997863,0.998068,0.998254,0.998422,0.998573,0.99871,0.998834,0.998946,0.999047,0.999139,0.999222,0.999296,0.999364,0.999425,0.99948,0.99953,0.999576,0.999616,0.999653,0.999687,0.999717,0.999744,0.999769,0.999791,0.999811,0.999829,0.999845,0.99986,0.999874,0.999886,0.999897,0.999907
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.360642,0.458848,0.536992,0.60141,0.655162,0.700752,0.739936,0.773926,0.803583,0.829541,0.852289,0.872217,0.889652,0.904875,0.918138,0.929664,0.939655,0.948296,0.955753,0.962175,0.967695,0.972432,0.976491,0.979965,0.982935,0.985472,0.987636,0.989482,0.991055,0.992395,0.993535,0.994506,0.995331,0.996034,0.996631,0.997138,0.997569,0.997936,0.998247,0.998511,0.998736,0.998927,0.999089,0.999226,0.999343,0.999443,0.999527,0.999598,0.999659,0.999711,0.999754,0.999791,0.999823,0.99985,0.999872,0.999892,0.999908,0.999922,0.999934,0.999944,0.999952,0.99996,0.999966,0.999971,0.999975,0.999979,0.999982,0.999985,0.999987,0.999989,0.999991,0.999992,0.999993,0.999994,0.999995,0.999996,0.999997,0.999997,0.999998,0.999998,0.999998,0.999998,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,1,1,1,1,1,1,1,1,1,1,1,1
0.2866,0.322654,0.355554,0.388189,0.420071,0.45098,0.480834,0.509628,0.537388,0.564149,0.589943,0.61479,0.638702,0.66168,0.683721,0.704816,0.724959,0.744143,0.762365,0.779626,0.795934,0.8113,0.825742,0.83928,0.851943,0.86376,0.874764,0.88499,0.894476,0.90326,0.911381,0.918878,0.925788,0.932151,0.938002,0.943377,0.948309,0.952831,0.956974,0.960766,0.964236,0.967407,0.970305,0.972952,0.975367,0.977571,0.979582,0.981414,0.983085,0.984607,0.985994,0.987257,0.988407,0.989454,0.990407,0.991274,0.992063,0.992781,0.993435,0.994029,0.99457,0.995062,0.995509,0.995916,0.996286,0.996623,0.996929,0.997207,0.99746,0.99769,0.997899,0.99809,0.998263,0.99842,0.998563,0.998693,0.998811,0.998919,0.999017,0.999106,0.999187,0.99926,0.999327,0.999388,0.999443,0.999494,0.999539,0.999581,0.999619,0.999653,0.999685,0.999713,0.999739,0.999762,0.999784,0.999803,0.999821,0.999837,0.999852,0.999865
0.335376,0.410955,0.474109,0.526443,0.570459,0.608255,0.641342,0.670764,0.697254,0.721335,0.743385,0.763683,0.782438,0.799809,0.81592,0.830869,0.844739,0.857599,0.869513,0.880537,0.890725,0.900127,0.908794,0.91677,0.924103,0.930835,0.937009,0.942664,0.947838,0.952569,0.956889,0.960832,0.964427,0.967703,0.970687,0.973402,0.975873,0.978118,0.98016,0.982014,0.983697,0.985226,0.986613,0.987872,0.989013,0.990048,0.990987,0.991837,0.992608,0.993307,0.99394,0.994514,0.995033,0.995504,0.99593,0.996316,0.996665,0.996982,0.997268,0.997527,0.997762,0.997975,0.998167,0.998341,0.998499,0.998641,0.998771,0.998887,0.998993,0.999089,0.999176,0.999254,0.999325,0.999389,0.999447,0.9995,0.999547,0.99959,0.999629,0.999665,0.999697,0.999725,0.999752,0.999775,0.999797,0.999816,0.999833,0.999849,0.999864,0.999877,0.999888,0.999899,0.999909,0.999917,0.999925,0.999932,0.999939,0.999945,0.99995,0.999955
